epoch,batch,trial,tr_loss_strong,tr_loss,dataset,best_val_epoch,val_loss_strong,val_loss
35,170,-1,,,11,35.0,0.572672609772001,0.572672609772001
35,170,-1,,,12,35.0,0.8110004024846214,0.8110004024846214
35,170,-1,,,13,35.0,0.29078572349888937,0.29078572349888937
35,170,-1,,,14,35.0,0.1732296941003629,0.1732296941003629
35,170,-1,,,15,35.0,0.23201512598565646,0.23201512598565646
35,170,-1,,,16,35.0,0.2751330073390688,0.2751330073390688
35,170,-1,,,17,35.0,0.5045604205557278,0.5045604205557278
35,170,-1,,,18,35.0,0.5632001800196511,0.5632001800196511
35,170,-1,,,19,35.0,0.3483222723007202,0.3483222723007202
35,170,-1,,,20,35.0,0.23823005386761256,0.23823005386761256
35,170,-1,0.5075685026352865,0.5075685026352865,-1,,,
36,170,-1,0.5047990244034438,0.5047990244034438,-1,,,
37,170,-1,0.5002179764516173,0.5002179764516173,-1,,,
38,170,-1,0.5021664142957207,0.5021664142957207,-1,,,
39,170,-1,0.49964189529418945,0.49964189529418945,-1,,,
40,170,-1,,,-1,40.0,0.3845614666613389,0.3845614666613389
40,170,-1,,,0,40.0,0.5133405061704772,0.5133405061704772
40,170,-1,,,1,40.0,0.3347300099475043,0.3347300099475043
40,170,-1,,,2,40.0,0.5796777180262974,0.5796777180262974
40,170,-1,,,3,40.0,0.3058085909911564,0.3058085909911564
40,170,-1,,,4,40.0,0.4264242414917265,0.4264242414917265
40,170,-1,,,5,40.0,0.33939191033797605,0.33939191033797605
40,170,-1,,,6,40.0,0.38559138774871826,0.38559138774871826
40,170,-1,,,7,40.0,0.24263219961098262,0.24263219961098262
40,170,-1,,,8,40.0,0.45634423409189495,0.45634423409189495
40,170,-1,,,9,40.0,0.48038079908915926,0.48038079908915926
40,170,-1,,,10,40.0,0.19894951156207494,0.19894951156207494
40,170,-1,,,11,40.0,0.575713323695319,0.575713323695319
40,170,-1,,,12,40.0,0.7319739758968353,0.7319739758968353
40,170,-1,,,13,40.0,0.33055807862962994,0.33055807862962994
40,170,-1,,,14,40.0,0.15385398242090428,0.15385398242090428
40,170,-1,,,15,40.0,0.18055670016578265,0.18055670016578265
40,170,-1,,,16,40.0,0.20792309514113835,0.20792309514113835
40,170,-1,,,17,40.0,0.5586476831563881,0.5586476831563881
40,170,-1,,,18,40.0,0.6048048138618469,0.6048048138618469
40,170,-1,,,19,40.0,0.28035520230020794,0.28035520230020794
40,170,-1,,,20,40.0,0.18813283555209637,0.18813283555209637
40,170,-1,0.49658260734109155,0.49658260734109155,-1,,,
41,170,-1,0.4939210801793818,0.4939210801793818,-1,,,
42,170,-1,0.5028433567947812,0.5028433567947812,-1,,,
43,170,-1,0.49193516391062597,0.49193516391062597,-1,,,
44,170,-1,0.4882209370707908,0.4882209370707908,-1,,,
45,170,-1,,,-1,45.0,0.38239970900194376,0.38239970900194376
45,170,-1,,,0,45.0,0.5394134585346494,0.5394134585346494
45,170,-1,,,1,45.0,0.33241609590394156,0.33241609590394156
45,170,-1,,,2,45.0,0.49880888206618174,0.49880888206618174
45,170,-1,,,3,45.0,0.3382417878934315,0.3382417878934315
45,170,-1,,,4,45.0,0.41586417172636303,0.41586417172636303
45,170,-1,,,5,45.0,0.37778916782034294,0.37778916782034294
45,170,-1,,,6,45.0,0.4162404537200928,0.4162404537200928
45,170,-1,,,7,45.0,0.22469355165958405,0.22469355165958405
45,170,-1,,,8,45.0,0.5093295701912471,0.5093295701912471
45,170,-1,,,9,45.0,0.48514743787901743,0.48514743787901743
45,170,-1,,,10,45.0,0.20246017937149322,0.20246017937149322
45,170,-1,,,11,45.0,0.5243646417345319,0.5243646417345319
45,170,-1,,,12,45.0,0.7707342505455017,0.7707342505455017
45,170,-1,,,13,45.0,0.29230397939682007,0.29230397939682007
45,170,-1,,,14,45.0,0.13256373016961984,0.13256373016961984
45,170,-1,,,15,45.0,0.1869279444217682,0.1869279444217682
45,170,-1,,,16,45.0,0.21520324370690755,0.21520324370690755
45,170,-1,,,17,45.0,0.5116594018680709,0.5116594018680709
45,170,-1,,,18,45.0,0.5650003786597934,0.5650003786597934
45,170,-1,,,19,45.0,0.3108084074088505,0.3108084074088505
45,170,-1,,,20,45.0,0.18042315436261042,0.18042315436261042
45,170,-1,0.48437875997253327,0.48437875997253327,-1,,,
46,170,-1,0.4854920405393455,0.4854920405393455,-1,,,
47,170,-1,0.4823157637439973,0.4823157637439973,-1,,,
48,170,-1,0.48021275937905783,0.48021275937905783,-1,,,
49,170,-1,0.4748261518645705,0.4748261518645705,-1,,,
50,170,-1,,,-1,50.0,0.38033571943235234,0.38033571943235234
50,170,-1,,,0,50.0,0.5066921689680645,0.5066921689680645
50,170,-1,,,1,50.0,0.34489741708551136,0.34489741708551136
50,170,-1,,,2,50.0,0.48311995608466013,0.48311995608466013
50,170,-1,,,3,50.0,0.3416784426995686,0.3416784426995686
50,170,-1,,,4,50.0,0.4071136351142611,0.4071136351142611
50,170,-1,,,5,50.0,0.35792730695434977,0.35792730695434977
50,170,-1,,,6,50.0,0.4223292108092989,0.4223292108092989
50,170,-1,,,7,50.0,0.2454537728003093,0.2454537728003093
50,170,-1,,,8,50.0,0.49149554542132784,0.49149554542132784
50,170,-1,,,9,50.0,0.4441280279840742,0.4441280279840742
50,170,-1,,,10,50.0,0.2112802533166749,0.2112802533166749
50,170,-1,,,11,50.0,0.4913008383342198,0.4913008383342198
50,170,-1,,,12,50.0,0.7963488825729915,0.7963488825729915
50,170,-1,,,13,50.0,0.27720450290611814,0.27720450290611814
50,170,-1,,,14,50.0,0.14493939094245434,0.14493939094245434
50,170,-1,,,15,50.0,0.2305389597479786,0.2305389597479786
50,170,-1,,,16,50.0,0.22193345533949987,0.22193345533949987
50,170,-1,,,17,50.0,0.5018622066293444,0.5018622066293444
50,170,-1,,,18,50.0,0.5573434084653854,0.5573434084653854
50,170,-1,,,19,50.0,0.31935134530067444,0.31935134530067444
50,170,-1,,,20,50.0,0.19011138060263225,0.19011138060263225
50,170,-1,0.4725379108162651,0.4725379108162651,-1,,,
51,170,-1,0.47253881307721834,0.47253881307721834,-1,,,
52,170,-1,0.47889471097647796,0.47889471097647796,-1,,,
53,170,-1,0.47498661122824015,0.47498661122824015,-1,,,
54,170,-1,0.47029288130545477,0.47029288130545477,-1,,,
55,170,-1,,,-1,50.0,0.39734454036113764,0.39734454036113764
55,170,-1,,,0,50.0,0.545668747808252,0.545668747808252
55,170,-1,,,1,50.0,0.3536169358662197,0.3536169358662197
55,170,-1,,,2,50.0,0.44263080188206266,0.44263080188206266
55,170,-1,,,3,50.0,0.34428300176348003,0.34428300176348003
55,170,-1,,,4,50.0,0.40943689005715506,0.40943689005715506
55,170,-1,,,5,50.0,0.4351722539535591,0.4351722539535591
55,170,-1,,,6,50.0,0.45174568040030344,0.45174568040030344
55,170,-1,,,7,50.0,0.23459135102374212,0.23459135102374212
55,170,-1,,,8,50.0,0.5145344010421208,0.5145344010421208
55,170,-1,,,9,50.0,0.5612715482711792,0.5612715482711792
55,170,-1,,,10,50.0,0.2435657956770488,0.2435657956770488
55,170,-1,,,11,50.0,0.5248275739806039,0.5248275739806039
55,170,-1,,,12,50.0,0.8596073452915464,0.8596073452915464
55,170,-1,,,13,50.0,0.257150982107435,0.257150982107435
55,170,-1,,,14,50.0,0.14801393342869623,0.14801393342869623
55,170,-1,,,15,50.0,0.21112386509776115,0.21112386509776115
55,170,-1,,,16,50.0,0.24956509896687099,0.24956509896687099
55,170,-1,,,17,50.0,0.466458549456937,0.466458549456937
55,170,-1,,,18,50.0,0.5611777199166161,0.5611777199166161
55,170,-1,,,19,50.0,0.3357197642326355,0.3357197642326355
55,170,-1,,,20,50.0,0.1940731073596648,0.1940731073596648
55,170,-1,0.46614165211978714,0.46614165211978714,-1,,,
56,170,-1,0.4750839331519534,0.4750839331519534,-1,,,
57,170,-1,0.4666264957328986,0.4666264957328986,-1,,,
58,170,-1,0.4670914691268352,0.4670914691268352,-1,,,
59,170,-1,0.46360875727140416,0.46360875727140416,-1,,,
60,170,-1,,,-1,60.0,0.35775959566488963,0.35775959566488963
60,170,-1,,,0,60.0,0.5375201180577278,0.5375201180577278
60,170,-1,,,1,60.0,0.3222295045852661,0.3222295045852661
60,170,-1,,,2,60.0,0.4657322828258787,0.4657322828258787
60,170,-1,,,3,60.0,0.3215238962854658,0.3215238962854658
60,170,-1,,,4,60.0,0.3903540415423257,0.3903540415423257
60,170,-1,,,5,60.0,0.35193522966333796,0.35193522966333796
60,170,-1,,,6,60.0,0.3975036399705069,0.3975036399705069
60,170,-1,,,7,60.0,0.18239482598645346,0.18239482598645346
60,170,-1,,,8,60.0,0.4648333873067583,0.4648333873067583
60,170,-1,,,9,60.0,0.46888687355177744,0.46888687355177744
60,170,-1,,,10,60.0,0.17066304172788346,0.17066304172788346
60,170,-1,,,11,60.0,0.511563105242593,0.511563105242593
60,170,-1,,,12,60.0,0.7796350930418287,0.7796350930418287
60,170,-1,,,13,60.0,0.268765851855278,0.268765851855278
60,170,-1,,,14,60.0,0.10967653803527355,0.10967653803527355
60,170,-1,,,15,60.0,0.17648942875010626,0.17648942875010626
60,170,-1,,,16,60.0,0.15606799402407237,0.15606799402407237
60,170,-1,,,17,60.0,0.4795092466686453,0.4795092466686453
60,170,-1,,,18,60.0,0.544354864529201,0.544354864529201
60,170,-1,,,19,60.0,0.2648739495447704,0.2648739495447704
60,170,-1,,,20,60.0,0.14843859576753207,0.14843859576753207
60,170,-1,0.46147654131490584,0.46147654131490584,-1,,,
61,170,-1,0.4642319118941737,0.4642319118941737,-1,,,
62,170,-1,0.45888906333878726,0.45888906333878726,-1,,,
63,170,-1,0.4637028134008597,0.4637028134008597,-1,,,
64,170,-1,0.45395358316382467,0.45395358316382467,-1,,,
65,170,-1,,,-1,65.0,0.34660222165945437,0.34660222165945437
65,170,-1,,,0,65.0,0.5645539004887853,0.5645539004887853
65,170,-1,,,1,65.0,0.3174723152603422,0.3174723152603422
65,170,-1,,,2,65.0,0.46036828202860697,0.46036828202860697
65,170,-1,,,3,65.0,0.3105963979448591,0.3105963979448591
65,170,-1,,,4,65.0,0.4019265260015215,0.4019265260015215
65,170,-1,,,5,65.0,0.311688557267189,0.311688557267189
65,170,-1,,,6,65.0,0.3997972884348461,0.3997972884348461
65,170,-1,,,7,65.0,0.14518342433231218,0.14518342433231218
65,170,-1,,,8,65.0,0.47730197651045664,0.47730197651045664
65,170,-1,,,9,65.0,0.45728993841579985,0.45728993841579985
65,170,-1,,,10,65.0,0.14703227739248956,0.14703227739248956
65,170,-1,,,11,65.0,0.480354551758085,0.480354551758085
65,170,-1,,,12,65.0,0.7312276384660176,0.7312276384660176
65,170,-1,,,13,65.0,0.29365483139242443,0.29365483139242443
65,170,-1,,,14,65.0,0.08407857215830258,0.08407857215830258
65,170,-1,,,15,65.0,0.15889427464987552,0.15889427464987552
65,170,-1,,,16,65.0,0.13396700471639633,0.13396700471639633
65,170,-1,,,17,65.0,0.5320442989468575,0.5320442989468575
65,170,-1,,,18,65.0,0.5361263113362449,0.5361263113362449
65,170,-1,,,19,65.0,0.22683564254215785,0.22683564254215785
65,170,-1,,,20,65.0,0.10825264480497156,0.10825264480497156
65,170,-1,0.4567490410037905,0.4567490410037905,-1,,,
66,170,-1,0.4596571710548903,0.4596571710548903,-1,,,
67,170,-1,0.45746430676234395,0.45746430676234395,-1,,,
68,170,-1,0.46292484338171996,0.46292484338171996,-1,,,
69,170,-1,0.45495526597165226,0.45495526597165226,-1,,,
70,170,-1,,,-1,65.0,0.37265693959558294,0.37265693959558294
70,170,-1,,,0,65.0,0.5218167070831571,0.5218167070831571
70,170,-1,,,1,65.0,0.33220224508217405,0.33220224508217405
70,170,-1,,,2,65.0,0.41695158396448406,0.41695158396448406
70,170,-1,,,3,65.0,0.3425786942243576,0.3425786942243576
70,170,-1,,,4,65.0,0.39281540896211353,0.39281540896211353
70,170,-1,,,5,65.0,0.36295346317014526,0.36295346317014526
70,170,-1,,,6,65.0,0.4227795409304755,0.4227795409304755
70,170,-1,,,7,65.0,0.2097499163023063,0.2097499163023063
70,170,-1,,,8,65.0,0.46004511628832134,0.46004511628832134
70,170,-1,,,9,65.0,0.46989040289606365,0.46989040289606365
70,170,-1,,,10,65.0,0.2404655260699136,0.2404655260699136
70,170,-1,,,11,65.0,0.4705235830375126,0.4705235830375126
70,170,-1,,,12,65.0,0.8298975037676948,0.8298975037676948
70,170,-1,,,13,65.0,0.26448479081903187,0.26448479081903187
70,170,-1,,,14,65.0,0.12964390191648686,0.12964390191648686
70,170,-1,,,15,65.0,0.2330491721097912,0.2330491721097912
70,170,-1,,,16,65.0,0.2125019601413182,0.2125019601413182
70,170,-1,,,17,65.0,0.46515127058540073,0.46515127058540073
70,170,-1,,,18,65.0,0.5111547580787114,0.5111547580787114
70,170,-1,,,19,65.0,0.3410892827170236,0.3410892827170236
70,170,-1,,,20,65.0,0.1960509033607585,0.1960509033607585
70,170,-1,0.45306479625883156,0.45306479625883156,-1,,,
71,170,-1,0.4567036435269473,0.4567036435269473,-1,,,
72,170,-1,0.4472856558205789,0.4472856558205789,-1,,,
73,170,-1,0.45358280558683717,0.45358280558683717,-1,,,
74,170,-1,0.4520780278576745,0.4520780278576745,-1,,,
75,170,-1,,,-1,65.0,0.35004968645342555,0.35004968645342555
75,170,-1,,,0,65.0,0.4917375573090145,0.4917375573090145
75,170,-1,,,1,65.0,0.32112765099321094,0.32112765099321094
75,170,-1,,,2,65.0,0.45646928889410837,0.45646928889410837
75,170,-1,,,3,65.0,0.3292814535754068,0.3292814535754068
75,170,-1,,,4,65.0,0.38922747118132456,0.38922747118132456
75,170,-1,,,5,65.0,0.3047623956309898,0.3047623956309898
75,170,-1,,,6,65.0,0.4137779495545796,0.4137779495545796
75,170,-1,,,7,65.0,0.16704657354525157,0.16704657354525157
75,170,-1,,,8,65.0,0.48509810652051655,0.48509810652051655
75,170,-1,,,9,65.0,0.4554785575185503,0.4554785575185503
75,170,-1,,,10,65.0,0.17400175865207398,0.17400175865207398
75,170,-1,,,11,65.0,0.487092273575919,0.487092273575919
75,170,-1,,,12,65.0,0.7563873401709965,0.7563873401709965
75,170,-1,,,13,65.0,0.2620468373809542,0.2620468373809542
75,170,-1,,,14,65.0,0.09000604613018888,0.09000604613018888
75,170,-1,,,15,65.0,0.17402872975383485,0.17402872975383485
75,170,-1,,,16,65.0,0.16776644651378905,0.16776644651378905
75,170,-1,,,17,65.0,0.5022452627973897,0.5022452627973897
75,170,-1,,,18,65.0,0.5402034372091293,0.5402034372091293
75,170,-1,,,19,65.0,0.2595715118306024,0.2595715118306024
75,170,-1,,,20,65.0,0.12368676678410598,0.12368676678410598
75,170,-1,0.4395581096062186,0.4395581096062186,-1,,,
76,170,-1,0.44286617061548067,0.44286617061548067,-1,,,
77,170,-1,0.4473843072590075,0.4473843072590075,-1,,,
78,170,-1,0.4426143280943932,0.4426143280943932,-1,,,
79,170,-1,0.44291268567941344,0.44291268567941344,-1,,,
80,170,-1,,,-1,80.0,0.34633419872419974,0.34633419872419974
80,170,-1,,,0,80.0,0.510154881647655,0.510154881647655
80,170,-1,,,1,80.0,0.3275093116930553,0.3275093116930553
80,170,-1,,,2,80.0,0.4454008766583034,0.4454008766583034
80,170,-1,,,3,80.0,0.3207576402596065,0.3207576402596065
80,170,-1,,,4,80.0,0.40417404047080446,0.40417404047080446
80,170,-1,,,5,80.0,0.29448704461434055,0.29448704461434055
80,170,-1,,,6,80.0,0.409493408032826,0.409493408032826
80,170,-1,,,7,80.0,0.14633721485733986,0.14633721485733986
80,170,-1,,,8,80.0,0.46384980423109873,0.46384980423109873
80,170,-1,,,9,80.0,0.45065447262355257,0.45065447262355257
80,170,-1,,,10,80.0,0.17818331718444824,0.17818331718444824
80,170,-1,,,11,80.0,0.4741363057068416,0.4741363057068416
80,170,-1,,,12,80.0,0.7417935388428825,0.7417935388428825
80,170,-1,,,13,80.0,0.27001847326755524,0.27001847326755524
80,170,-1,,,14,80.0,0.08977877082569259,0.08977877082569259
80,170,-1,,,15,80.0,0.17141848802566528,0.17141848802566528
